,yearstart,locationabbr,locationdesc,data_value,sample_size,education,income,race/ethnicity,locationid
25211,2012,ok,oklahoma,25.6,2126.0,3,,,40
25236,2012,ok,oklahoma,35.3,903.0,0,,,40
25237,2012,ok,oklahoma,35.6,2467.0,1,,,40
25238,2012,ok,oklahoma,34.7,2220.0,2,,,40
25239,2012,ok,oklahoma,37.2,2126.0,3,,,40
25262,2012,ok,oklahoma,42.6,951.0,0,,,40
25263,2012,ok,oklahoma,33.5,2559.0,1,,,40
25264,2012,ok,oklahoma,24.2,2293.0,2,,,40
25265,2012,ok,oklahoma,16.3,2203.0,3,,,40
25290,2013,ok,oklahoma,35.6,831.0,0,,,40
25291,2013,ok,oklahoma,33.9,2399.0,1,,,40
25292,2013,ok,oklahoma,32.6,2311.0,2,,,40
25293,2013,ok,oklahoma,28.3,2329.0,3,,,40
25318,2013,ok,oklahoma,33.3,831.0,0,,,40
25319,2013,ok,oklahoma,36.1,2399.0,1,,,40
25320,2013,ok,oklahoma,34.3,2311.0,2,,,40
25321,2013,ok,oklahoma,37.4,2329.0,3,,,40
25347,2013,ok,oklahoma,55.0,2280.0,1,,,40
25348,2013,ok,oklahoma,49.1,2259.0,2,,,40
25349,2013,ok,oklahoma,41.5,2293.0,3,,,40
25376,2013,ok,oklahoma,36.9,801.0,0,,,40
25377,2013,ok,oklahoma,31.1,2230.0,1,,,40
25378,2013,ok,oklahoma,21.0,2216.0,2,,,40
25392,2013,ok,oklahoma,15.5,2275.0,3,,,40
25417,2013,ok,oklahoma,35.9,824.0,0,,,40
25418,2013,ok,oklahoma,40.9,2285.0,1,,,40
25419,2013,ok,oklahoma,44.9,2232.0,2,,,40
25420,2013,ok,oklahoma,52.2,2275.0,3,,,40
25432,2013,ok,oklahoma,8.3,817.0,0,,,40
25433,2013,ok,oklahoma,13.7,2265.0,1,,,40
25434,2013,ok,oklahoma,17.9,2225.0,2,,,40
25435,2013,ok,oklahoma,21.1,2263.0,3,,,40
25460,2013,ok,oklahoma,23.3,820.0,0,,,40
25461,2013,ok,oklahoma,27.3,2268.0,1,,,40
25462,2013,ok,oklahoma,26.8,2219.0,2,,,40
25463,2013,ok,oklahoma,31.1,2266.0,3,,,40
25490,2013,ok,oklahoma,21.4,2338.0,1,,,40
25491,2013,ok,oklahoma,14.7,839.0,0,,,40
25493,2013,ok,oklahoma,26.4,2282.0,2,,,40
25494,2013,ok,oklahoma,32.0,2294.0,3,,,40
25518,2013,ok,oklahoma,43.0,848.0,0,,,40
25519,2013,ok,oklahoma,38.1,2363.0,1,,,40
25520,2013,ok,oklahoma,31.5,2294.0,2,,,40
25521,2013,ok,oklahoma,20.7,2314.0,3,,,40
25544,2014,ok,oklahoma,36.3,743.0,0,,,40
25545,2014,ok,oklahoma,34.3,2562.0,1,,,40
25546,2014,ok,oklahoma,34.6,2255.0,2,,,40
25547,2014,ok,oklahoma,26.4,2442.0,3,,,40
25570,2014,ok,oklahoma,30.5,743.0,0,,,40
25572,2014,ok,oklahoma,35.7,2562.0,1,,,40
25573,2014,ok,oklahoma,34.5,2255.0,2,,,40
25574,2014,ok,oklahoma,38.7,2442.0,3,,,40
25600,2014,ok,oklahoma,42.1,832.0,0,,,40
25601,2014,ok,oklahoma,32.6,2704.0,1,,,40
25602,2014,ok,oklahoma,25.2,2334.0,2,,,40
25603,2014,ok,oklahoma,16.9,2539.0,3,,,40
25625,2011,or,oregon,31.4,289.0,0,,,41
25626,2011,or,oregon,27.8,1638.0,1,,,41
25627,2011,or,oregon,31.4,1788.0,2,,,41
25628,2011,or,oregon,17.1,2223.0,3,,,41
25654,2011,or,oregon,37.7,1638.0,1,,,41
25655,2011,or,oregon,33.4,1788.0,2,,,41
25656,2011,or,oregon,35.1,2223.0,3,,,41
25680,2011,or,oregon,23.9,2219.0,3,,,41
25690,2011,or,oregon,33.8,1759.0,2,,,41
25692,2011,or,oregon,35.0,1572.0,1,,,41
25700,2011,or,oregon,38.3,267.0,0,,,41
25710,2011,or,oregon,19.2,248.0,0,,,41
25711,2011,or,oregon,20.7,1514.0,1,,,41
25712,2011,or,oregon,14.8,1723.0,2,,,41
25713,2011,or,oregon,8.9,2198.0,3,,,41
25739,2011,or,oregon,47.9,245.0,0,,,41
25767,2011,or,oregon,15.6,237.0,0,,,41
25768,2011,or,oregon,19.6,1465.0,1,,,41
25769,2011,or,oregon,23.3,1671.0,2,,,41
25770,2011,or,oregon,29.7,2120.0,3,,,41
25795,2011,or,oregon,34.4,238.0,0,,,41
25796,2011,or,oregon,38.9,1466.0,1,,,41
25797,2011,or,oregon,42.1,1662.0,2,,,41
25798,2011,or,oregon,42.6,2114.0,3,,,41
25823,2011,or,oregon,19.3,259.0,0,,,41
25824,2011,or,oregon,25.9,1558.0,1,,,41
25825,2011,or,oregon,31.5,1751.0,2,,,41
25826,2011,or,oregon,39.2,2207.0,3,,,41
25851,2011,or,oregon,34.3,270.0,0,,,41
25852,2011,or,oregon,23.6,1588.0,1,,,41
25853,2011,or,oregon,18.8,1779.0,2,,,41
25854,2011,or,oregon,11.2,2237.0,3,,,41
25879,2012,or,oregon,35.4,293.0,0,,,41
25880,2012,or,oregon,31.3,1245.0,1,,,41
25881,2012,or,oregon,28.0,1521.0,2,,,41
25882,2012,or,oregon,19.3,1983.0,3,,,41
25906,2012,or,oregon,32.2,293.0,0,,,41
25907,2012,or,oregon,33.6,1245.0,1,,,41
25908,2012,or,oregon,32.9,1521.0,2,,,41
25909,2012,or,oregon,36.2,1983.0,3,,,41
25934,2012,or,oregon,29.6,309.0,0,,,41
25935,2012,or,oregon,22.7,1316.0,1,,,41
25936,2012,or,oregon,14.1,1584.0,2,,,41
25937,2012,or,oregon,6.8,2063.0,3,,,41
25962,2013,or,oregon,31.4,270.0,0,,,41
25963,2013,or,oregon,29.4,1392.0,1,,,41
25964,2013,or,oregon,29.2,1759.0,2,,,41
25965,2013,or,oregon,17.9,2232.0,3,,,41
25990,2013,or,oregon,31.9,270.0,0,,,41
25991,2013,or,oregon,32.3,1392.0,1,,,41
25992,2013,or,oregon,33.5,1759.0,2,,,41
25993,2013,or,oregon,34.9,2232.0,3,,,41
26019,2013,or,oregon,41.4,248.0,0,,,41
26020,2013,or,oregon,39.7,1264.0,1,,,41
26021,2013,or,oregon,31.9,1664.0,2,,,41
26022,2013,or,oregon,26.2,2173.0,3,,,41
26050,2013,or,oregon,13.5,1635.0,2,,,41
26053,2013,or,oregon,8.8,2133.0,3,,,41
26058,2013,or,oregon,24.8,1219.0,1,,,41
26069,2013,or,oregon,25.6,236.0,0,,,41
26074,2013,or,oregon,47.8,235.0,0,,,41
26111,2013,or,oregon,20.7,229.0,0,,,41
26112,2013,or,oregon,19.1,1187.0,1,,,41
26113,2013,or,oregon,25.8,1590.0,2,,,41
26114,2013,or,oregon,30.0,2093.0,3,,,41
26151,2013,or,oregon,36.5,231.0,0,,,41
26152,2013,or,oregon,42.6,1182.0,1,,,41
26153,2013,or,oregon,41.3,1596.0,2,,,41
26154,2013,or,oregon,47.3,2104.0,3,,,41
26166,2013,or,oregon,28.5,242.0,0,,,41
26167,2013,or,oregon,25.2,1246.0,1,,,41
26168,2013,or,oregon,32.6,1646.0,2,,,41
26169,2013,or,oregon,37.1,2153.0,3,,,41
26190,2013,or,oregon,36.6,249.0,0,,,41
26191,2013,or,oregon,23.0,1267.0,1,,,41
26192,2013,or,oregon,16.2,1690.0,2,,,41
26193,2013,or,oregon,10.4,2185.0,3,,,41
26215,2014,or,oregon,28.8,256.0,0,,,41
26216,2014,or,oregon,30.2,1103.0,1,,,41
26217,2014,or,oregon,31.7,1543.0,2,,,41
26218,2014,or,oregon,20.2,2005.0,3,,,41
26243,2014,or,oregon,33.0,256.0,0,,,41
26244,2014,or,oregon,34.8,1103.0,1,,,41
26245,2014,or,oregon,33.4,1543.0,2,,,41
26246,2014,or,oregon,33.9,2005.0,3,,,41
26271,2014,or,oregon,27.6,282.0,0,,,41
26272,2014,or,oregon,20.8,1180.0,1,,,41
26273,2014,or,oregon,16.2,1617.0,2,,,41
26274,2014,or,oregon,7.8,2096.0,3,,,41
26297,2011,pa,pennsylvania,30.8,871.0,0,,,42
26298,2011,pa,pennsylvania,31.6,4075.0,1,,,42
26299,2011,pa,pennsylvania,30.0,2458.0,2,,,42
26300,2011,pa,pennsylvania,21.5,3421.0,3,,,42
26325,2011,pa,pennsylvania,36.1,871.0,0,,,42
26326,2011,pa,pennsylvania,36.6,4075.0,1,,,42
26327,2011,pa,pennsylvania,32.6,2458.0,2,,,42
26328,2011,pa,pennsylvania,38.4,3421.0,3,,,42
26353,2011,pa,pennsylvania,27.3,3465.0,3,,,42
26357,2011,pa,pennsylvania,34.6,2459.0,2,,,42
26369,2011,pa,pennsylvania,39.6,3958.0,1,,,42
26376,2011,pa,pennsylvania,47.3,810.0,0,,,42
26383,2011,pa,pennsylvania,35.5,781.0,0,,,42
26384,2011,pa,pennsylvania,27.6,3875.0,1,,,42
26385,2011,pa,pennsylvania,22.5,2435.0,2,,,42
26386,2011,pa,pennsylvania,14.5,3422.0,3,,,42
26411,2011,pa,pennsylvania,36.2,794.0,0,,,42
26412,2011,pa,pennsylvania,44.9,3824.0,1,,,42
26413,2011,pa,pennsylvania,52.1,2398.0,2,,,42
26441,2011,pa,pennsylvania,8.5,773.0,0,,,42
26442,2011,pa,pennsylvania,15.4,3778.0,1,,,42
26443,2011,pa,pennsylvania,20.9,2377.0,2,,,42
26444,2011,pa,pennsylvania,26.5,3332.0,3,,,42
26468,2011,pa,pennsylvania,22.5,788.0,0,,,42
26469,2011,pa,pennsylvania,28.0,3792.0,1,,,42
26470,2011,pa,pennsylvania,31.6,2377.0,2,,,42
26471,2011,pa,pennsylvania,34.5,3337.0,3,,,42
26496,2011,pa,pennsylvania,17.6,812.0,0,,,42
26497,2011,pa,pennsylvania,23.4,3974.0,1,,,42
26498,2011,pa,pennsylvania,29.5,2449.0,2,,,42
26499,2011,pa,pennsylvania,37.3,3438.0,3,,,42
26524,2011,pa,pennsylvania,39.7,839.0,0,,,42
26525,2011,pa,pennsylvania,32.3,4049.0,1,,,42
26526,2011,pa,pennsylvania,23.4,2484.0,2,,,42
26527,2011,pa,pennsylvania,13.3,3479.0,3,,,42
26552,2012,pa,pennsylvania,31.1,1398.0,0,,,42
26554,2012,pa,pennsylvania,29.4,4393.0,2,,,42
26594,2012,pa,pennsylvania,34.2,1398.0,0,,,42
26596,2012,pa,pennsylvania,34.3,4393.0,2,,,42
26608,2012,pa,pennsylvania,39.3,1452.0,0,,,42
26610,2012,pa,pennsylvania,20.4,4668.0,2,,,42
26636,2013,pa,pennsylvania,35.1,851.0,0,,,42
26637,2013,pa,pennsylvania,32.4,4021.0,1,,,42
26638,2013,pa,pennsylvania,33.1,2479.0,2,,,42
26639,2013,pa,pennsylvania,21.0,3475.0,3,,,42
26664,2013,pa,pennsylvania,32.4,851.0,0,,,42
26665,2013,pa,pennsylvania,34.2,4021.0,1,,,42
26666,2013,pa,pennsylvania,32.4,2479.0,2,,,42
26667,2013,pa,pennsylvania,38.1,3475.0,3,,,42
26692,2013,pa,pennsylvania,46.4,776.0,0,,,42
26693,2013,pa,pennsylvania,40.8,3791.0,1,,,42
26694,2013,pa,pennsylvania,37.8,2419.0,2,,,42
26695,2013,pa,pennsylvania,28.5,3413.0,3,,,42
26725,2013,pa,pennsylvania,13.5,3364.0,3,,,42
26732,2013,pa,pennsylvania,29.9,3697.0,1,,,42
26733,2013,pa,pennsylvania,22.5,2388.0,2,,,42
26740,2013,pa,pennsylvania,38.4,747.0,0,,,42
26763,2013,pa,pennsylvania,34.7,756.0,0,,,42
26764,2013,pa,pennsylvania,45.0,3667.0,1,,,42
26765,2013,pa,pennsylvania,48.1,2358.0,2,,,42
26778,2013,pa,pennsylvania,8.3,733.0,0,,,42
26779,2013,pa,pennsylvania,15.2,3618.0,1,,,42
26780,2013,pa,pennsylvania,19.7,2336.0,2,,,42
26782,2013,pa,pennsylvania,26.4,3271.0,3,,,42
26813,2013,pa,pennsylvania,19.0,745.0,0,,,42
26814,2013,pa,pennsylvania,29.3,3628.0,1,,,42
26815,2013,pa,pennsylvania,29.6,2336.0,2,,,42
26817,2013,pa,pennsylvania,33.6,3274.0,3,,,42
26839,2013,pa,pennsylvania,18.4,778.0,0,,,42
26840,2013,pa,pennsylvania,24.0,3783.0,1,,,42
26843,2013,pa,pennsylvania,30.8,2431.0,2,,,42
26844,2013,pa,pennsylvania,39.5,3379.0,3,,,42
26864,2013,pa,pennsylvania,43.5,800.0,0,,,42
26865,2013,pa,pennsylvania,31.1,3849.0,1,,,42
26866,2013,pa,pennsylvania,24.3,2455.0,2,,,42
26867,2013,pa,pennsylvania,13.5,3421.0,3,,,42
26886,2014,pa,pennsylvania,35.4,729.0,0,,,42
26887,2014,pa,pennsylvania,34.3,3772.0,1,,,42
26888,2014,pa,pennsylvania,30.9,2440.0,2,,,42
26889,2014,pa,pennsylvania,21.1,3402.0,3,,,42
26914,2014,pa,pennsylvania,26.7,729.0,0,,,42
26915,2014,pa,pennsylvania,34.8,3772.0,1,,,42
26916,2014,pa,pennsylvania,33.4,2440.0,2,,,42
26917,2014,pa,pennsylvania,36.5,3402.0,3,,,42
26943,2014,pa,pennsylvania,38.6,768.0,0,,,42
26944,2014,pa,pennsylvania,29.6,3982.0,1,,,42
26945,2014,pa,pennsylvania,19.4,2563.0,2,,,42
26946,2014,pa,pennsylvania,11.0,3571.0,3,,,42
26971,2013,pr,puerto rico,28.7,1235.0,0,,,72
26972,2013,pr,puerto rico,30.0,1418.0,1,,,72
26973,2013,pr,puerto rico,27.1,1372.0,2,,,72
26974,2013,pr,puerto rico,25.4,1730.0,3,,,72
26999,2013,pr,puerto rico,39.2,1235.0,0,,,72
27000,2013,pr,puerto rico,38.8,1418.0,1,,,72
27001,2013,pr,puerto rico,36.9,1372.0,2,,,72
27002,2013,pr,puerto rico,39.9,1730.0,3,,,72
27027,2014,pr,puerto rico,31.4,1159.0,0,,,72
27028,2014,pr,puerto rico,26.6,1440.0,1,,,72
27029,2014,pr,puerto rico,28.6,1434.0,2,,,72
27030,2014,pr,puerto rico,26.8,1703.0,3,,,72
27054,2014,pr,puerto rico,37.2,1159.0,0,,,72
27055,2014,pr,puerto rico,38.1,1440.0,1,,,72
27056,2014,pr,puerto rico,34.7,1434.0,2,,,72
27057,2014,pr,puerto rico,39.2,1703.0,3,,,72
27082,2014,pr,puerto rico,52.0,1268.0,0,,,72
27083,2014,pr,puerto rico,43.5,1495.0,1,,,72
27084,2014,pr,puerto rico,36.7,1464.0,2,,,72
27085,2014,pr,puerto rico,29.5,1737.0,3,,,72
27109,2011,ri,rhode island,28.7,529.0,0,,,44
27110,2011,ri,rhode island,27.0,1766.0,1,,,44
27111,2011,ri,rhode island,27.9,1439.0,2,,,44
27112,2011,ri,rhode island,19.3,2436.0,3,,,44
27137,2011,ri,rhode island,35.9,529.0,0,,,44
27138,2011,ri,rhode island,37.8,1766.0,1,,,44
27139,2011,ri,rhode island,35.3,1439.0,2,,,44
27140,2011,ri,rhode island,38.7,2436.0,3,,,44
27163,2011,ri,rhode island,23.7,2486.0,3,,,44
27172,2011,ri,rhode island,32.7,1448.0,2,,,44
27181,2011,ri,rhode island,37.8,1744.0,1,,,44
27186,2011,ri,rhode island,41.5,521.0,0,,,44
27194,2011,ri,rhode island,32.9,507.0,0,,,44
27196,2011,ri,rhode island,26.0,1705.0,1,,,44
27197,2011,ri,rhode island,19.0,1428.0,2,,,44
27198,2011,ri,rhode island,11.0,2473.0,3,,,44
27223,2011,ri,rhode island,35.6,499.0,0,,,44
27224,2011,ri,rhode island,44.1,1701.0,1,,,44
27225,2011,ri,rhode island,51.8,1424.0,2,,,44
27252,2011,ri,rhode island,11.5,489.0,0,,,44
27253,2011,ri,rhode island,14.7,1682.0,1,,,44
27254,2011,ri,rhode island,22.2,1414.0,2,,,44
27255,2011,ri,rhode island,25.8,2405.0,3,,,44
27281,2011,ri,rhode island,19.8,496.0,0,,,44
27282,2011,ri,rhode island,29.3,1694.0,1,,,44
27283,2011,ri,rhode island,30.3,1418.0,2,,,44
27284,2011,ri,rhode island,32.6,2422.0,3,,,44
27309,2011,ri,rhode island,18.9,510.0,0,,,44
27310,2011,ri,rhode island,23.5,1751.0,1,,,44
27311,2011,ri,rhode island,31.6,1442.0,2,,,44
27312,2011,ri,rhode island,35.6,2475.0,3,,,44
27335,2011,ri,rhode island,40.9,528.0,0,,,44
27336,2011,ri,rhode island,32.2,1774.0,1,,,44
27337,2011,ri,rhode island,22.4,1461.0,2,,,44
27338,2011,ri,rhode island,16.0,2507.0,3,,,44
27362,2012,ri,rhode island,27.4,461.0,0,,,44
27363,2012,ri,rhode island,29.2,1345.0,1,,,44
27364,2012,ri,rhode island,26.9,1311.0,2,,,44
27365,2012,ri,rhode island,20.2,2061.0,3,,,44
27389,2012,ri,rhode island,34.7,461.0,0,,,44
27390,2012,ri,rhode island,38.8,1345.0,1,,,44
27391,2012,ri,rhode island,36.2,1311.0,2,,,44
27392,2012,ri,rhode island,37.9,2061.0,3,,,44
27418,2012,ri,rhode island,40.7,483.0,0,,,44
27419,2012,ri,rhode island,30.7,1424.0,1,,,44
27420,2012,ri,rhode island,19.9,1390.0,2,,,44
27421,2012,ri,rhode island,11.3,2149.0,3,,,44
27446,2013,ri,rhode island,31.0,516.0,0,,,44
27447,2013,ri,rhode island,28.9,1666.0,1,,,44
27448,2013,ri,rhode island,29.6,1553.0,2,,,44
27449,2013,ri,rhode island,21.2,2442.0,3,,,44
27474,2013,ri,rhode island,36.1,516.0,0,,,44
27475,2013,ri,rhode island,37.8,1666.0,1,,,44
27476,2013,ri,rhode island,36.3,1553.0,2,,,44
27477,2013,ri,rhode island,38.6,2442.0,3,,,44
27503,2013,ri,rhode island,41.1,471.0,0,,,44
27504,2013,ri,rhode island,37.2,1562.0,1,,,44
27505,2013,ri,rhode island,37.4,1506.0,2,,,44
27506,2013,ri,rhode island,28.3,2352.0,3,,,44
27538,2013,ri,rhode island,34.1,438.0,0,,,44
27541,2013,ri,rhode island,14.8,2307.0,3,,,44
27549,2013,ri,rhode island,25.2,1507.0,1,,,44
27558,2013,ri,rhode island,18.2,1472.0,2,,,44
27578,2013,ri,rhode island,33.4,444.0,0,,,44
27579,2013,ri,rhode island,46.2,1504.0,1,,,44
27580,2013,ri,rhode island,48.9,1443.0,2,,,44
27591,2013,ri,rhode island,12.3,437.0,0,,,44
27592,2013,ri,rhode island,16.8,1485.0,1,,,44
27593,2013,ri,rhode island,19.8,1411.0,2,,,44
27594,2013,ri,rhode island,25.7,2257.0,3,,,44
27619,2013,ri,rhode island,22.4,443.0,0,,,44
27620,2013,ri,rhode island,29.4,1496.0,1,,,44
27621,2013,ri,rhode island,32.2,1433.0,2,,,44
27622,2013,ri,rhode island,33.0,2265.0,3,,,44
27646,2013,ri,rhode island,27.3,1545.0,1,,,44
27647,2013,ri,rhode island,19.5,461.0,0,,,44
27651,2013,ri,rhode island,30.9,1460.0,2,,,44
27652,2013,ri,rhode island,35.2,2315.0,3,,,44
27670,2013,ri,rhode island,26.6,1501.0,2,,,44
27680,2013,ri,rhode island,14.8,2354.0,3,,,44
27684,2013,ri,rhode island,43.8,469.0,0,,,44
27697,2013,ri,rhode island,30.9,1580.0,1,,,44
27701,2014,ri,rhode island,32.7,450.0,0,,,44
27702,2014,ri,rhode island,30.8,1555.0,1,,,44
27703,2014,ri,rhode island,27.3,1422.0,2,,,44
27704,2014,ri,rhode island,20.2,2524.0,3,,,44
27729,2014,ri,rhode island,32.1,450.0,0,,,44
27730,2014,ri,rhode island,33.5,1555.0,1,,,44
27731,2014,ri,rhode island,37.1,1422.0,2,,,44
27732,2014,ri,rhode island,37.2,2524.0,3,,,44
27756,2014,ri,rhode island,36.5,499.0,0,,,44
27757,2014,ri,rhode island,30.8,1677.0,1,,,44
27758,2014,ri,rhode island,19.1,1521.0,2,,,44
27759,2014,ri,rhode island,11.0,2677.0,3,,,44
27783,2011,sc,south carolina,32.7,1675.0,0,,,45
27784,2011,sc,south carolina,31.8,3900.0,1,,,45
27785,2011,sc,south carolina,32.9,3131.0,2,,,45
27786,2011,sc,south carolina,25.3,3624.0,3,,,45
27811,2011,sc,south carolina,33.5,1675.0,0,,,45
27812,2011,sc,south carolina,35.3,3900.0,1,,,45
27813,2011,sc,south carolina,34.3,3131.0,2,,,45
27814,2011,sc,south carolina,36.6,3624.0,3,,,45
27839,2011,sc,south carolina,34.4,3611.0,3,,,45
27849,2011,sc,south carolina,42.3,3046.0,2,,,45
27859,2011,sc,south carolina,48.6,3708.0,1,,,45
27863,2011,sc,south carolina,54.2,1554.0,0,,,45
27868,2011,sc,south carolina,41.4,1513.0,0,,,45
27869,2011,sc,south carolina,33.4,3654.0,1,,,45
27870,2011,sc,south carolina,22.6,3020.0,2,,,45
27871,2011,sc,south carolina,14.8,3586.0,3,,,45
27896,2011,sc,south carolina,40.5,1544.0,0,,,45
27897,2011,sc,south carolina,46.8,3681.0,1,,,45
27898,2011,sc,south carolina,50.9,3009.0,2,,,45
27926,2011,sc,south carolina,14.5,1520.0,0,,,45
27927,2011,sc,south carolina,16.5,3634.0,1,,,45
27928,2011,sc,south carolina,17.9,2980.0,2,,,45
27929,2011,sc,south carolina,25.2,3540.0,3,,,45
27952,2011,sc,south carolina,25.9,3796.0,1,,,45
27966,2011,sc,south carolina,27.2,3070.0,2,,,45
27973,2011,sc,south carolina,25.3,1531.0,0,,,45
27974,2011,sc,south carolina,29.6,3659.0,1,,,45
27975,2011,sc,south carolina,31.1,2993.0,2,,,45
27976,2011,sc,south carolina,35.2,3548.0,3,,,45
27980,2011,sc,south carolina,34.5,3630.0,3,,,45
27994,2011,sc,south carolina,22.4,1660.0,0,,,45
28008,2011,sc,south carolina,38.9,1701.0,0,,,45
28009,2011,sc,south carolina,31.2,3860.0,1,,,45
28010,2011,sc,south carolina,25.6,3109.0,2,,,45
28011,2011,sc,south carolina,14.9,3667.0,3,,,45
28036,2012,sc,south carolina,38.3,1505.0,0,,,45
28037,2012,sc,south carolina,32.7,3799.0,1,,,45
28038,2012,sc,south carolina,32.4,3242.0,2,,,45
28039,2012,sc,south carolina,23.9,3641.0,3,,,45
28063,2012,sc,south carolina,27.9,1505.0,0,,,45
28064,2012,sc,south carolina,36.6,3799.0,1,,,45
28065,2012,sc,south carolina,33.7,3242.0,2,,,45
28066,2012,sc,south carolina,37.9,3641.0,3,,,45
28092,2012,sc,south carolina,40.7,1586.0,0,,,45
28093,2012,sc,south carolina,30.0,3975.0,1,,,45
28094,2012,sc,south carolina,21.2,3380.0,2,,,45
28095,2012,sc,south carolina,11.7,3797.0,3,,,45
28119,2013,sc,south carolina,35.3,1216.0,0,,,45
28120,2013,sc,south carolina,32.4,3060.0,1,,,45
28121,2013,sc,south carolina,33.9,2644.0,2,,,45
28122,2013,sc,south carolina,25.4,3284.0,3,,,45
28147,2013,sc,south carolina,32.8,1216.0,0,,,45
28148,2013,sc,south carolina,35.3,3060.0,1,,,45
28149,2013,sc,south carolina,33.7,2644.0,2,,,45
28150,2013,sc,south carolina,36.8,3284.0,3,,,45
28175,2013,sc,south carolina,51.6,1105.0,0,,,45
28176,2013,sc,south carolina,49.2,2917.0,1,,,45
28177,2013,sc,south carolina,44.6,2592.0,2,,,45
28178,2013,sc,south carolina,36.4,3217.0,3,,,45
28202,2013,sc,south carolina,40.6,1043.0,0,,,45
28205,2013,sc,south carolina,32.5,2861.0,1,,,45
28222,2013,sc,south carolina,23.2,2538.0,2,,,45
28226,2013,sc,south carolina,14.8,3177.0,3,,,45
28231,2013,sc,south carolina,41.0,1085.0,0,,,45
28232,2013,sc,south carolina,44.4,2861.0,1,,,45
28233,2013,sc,south carolina,50.8,2524.0,2,,,45
28252,2013,sc,south carolina,34.8,3224.0,3,,,45
28261,2013,sc,south carolina,12.3,1073.0,0,,,45
28262,2013,sc,south carolina,15.6,2826.0,1,,,45
28263,2013,sc,south carolina,20.0,2498.0,2,,,45
28264,2013,sc,south carolina,25.1,3128.0,3,,,45
28310,2013,sc,south carolina,26.9,1080.0,0,,,45
28311,2013,sc,south carolina,28.1,2838.0,1,,,45
28312,2013,sc,south carolina,30.6,2512.0,2,,,45
28313,2013,sc,south carolina,35.5,3127.0,3,,,45
28317,2013,sc,south carolina,17.7,1164.0,0,,,45
28318,2013,sc,south carolina,23.3,2947.0,1,,,45
28320,2013,sc,south carolina,29.6,2579.0,2,,,45
28344,2013,sc,south carolina,16.0,3253.0,3,,,45
28353,2013,sc,south carolina,37.4,1185.0,0,,,45
28354,2013,sc,south carolina,32.0,2988.0,1,,,45
28366,2013,sc,south carolina,24.2,2611.0,2,,,45
28371,2014,sc,south carolina,35.5,1196.0,0,,,45
28372,2014,sc,south carolina,33.7,3067.0,1,,,45
28373,2014,sc,south carolina,33.1,2777.0,2,,,45
28374,2014,sc,south carolina,26.0,3337.0,3,,,45
28399,2014,sc,south carolina,32.1,1196.0,0,,,45
28400,2014,sc,south carolina,35.7,3067.0,1,,,45
28401,2014,sc,south carolina,34.5,2777.0,2,,,45
28402,2014,sc,south carolina,36.7,3337.0,3,,,45
28426,2014,sc,south carolina,45.4,1284.0,0,,,45
28427,2014,sc,south carolina,29.9,3222.0,1,,,45
28429,2014,sc,south carolina,21.1,2925.0,2,,,45
28430,2014,sc,south carolina,10.9,3506.0,3,,,45
28454,2011,sd,south dakota,30.7,647.0,0,,,46
28455,2011,sd,south dakota,29.7,2406.0,1,,,46
28456,2011,sd,south dakota,27.2,2294.0,2,,,46
28457,2011,sd,south dakota,26.1,2463.0,3,,,46
28482,2011,sd,south dakota,32.3,647.0,0,,,46
28483,2011,sd,south dakota,36.8,2406.0,1,,,46
28484,2011,sd,south dakota,35.2,2294.0,2,,,46
28485,2011,sd,south dakota,39.3,2463.0,3,,,46
28509,2011,sd,south dakota,31.3,2529.0,3,,,46
28517,2011,sd,south dakota,40.1,2320.0,2,,,46
28521,2011,sd,south dakota,41.3,608.0,0,,,46
28526,2011,sd,south dakota,44.7,2424.0,1,,,46
28539,2011,sd,south dakota,37.4,581.0,0,,,46
28540,2011,sd,south dakota,29.2,2358.0,1,,,46
28541,2011,sd,south dakota,25.5,2297.0,2,,,46
28542,2011,sd,south dakota,18.9,2492.0,3,,,46
28568,2011,sd,south dakota,45.5,600.0,0,,,46
28569,2011,sd,south dakota,41.3,2419.0,1,,,46
28570,2011,sd,south dakota,46.3,2321.0,2,,,46
28571,2011,sd,south dakota,52.7,2490.0,3,,,46
28597,2011,sd,south dakota,13.3,595.0,0,,,46
28598,2011,sd,south dakota,12.8,2405.0,1,,,46
28599,2011,sd,south dakota,17.0,2308.0,2,,,46
28600,2011,sd,south dakota,20.1,2479.0,3,,,46
28626,2011,sd,south dakota,32.7,597.0,0,,,46
28627,2011,sd,south dakota,22.4,2413.0,1,,,46
28628,2011,sd,south dakota,23.6,2307.0,2,,,46
28629,2011,sd,south dakota,28.3,2481.0,3,,,46
28655,2011,sd,south dakota,19.2,622.0,0,,,46
28656,2011,sd,south dakota,22.7,2481.0,1,,,46
28657,2011,sd,south dakota,29.3,2353.0,2,,,46
28658,2011,sd,south dakota,29.6,2533.0,3,,,46
28680,2011,sd,south dakota,36.1,629.0,0,,,46
28681,2011,sd,south dakota,31.6,2497.0,1,,,46
28682,2011,sd,south dakota,25.5,2364.0,2,,,46
28683,2011,sd,south dakota,18.1,2544.0,3,,,46
28708,2012,sd,south dakota,31.6,576.0,0,,,46
28709,2012,sd,south dakota,30.8,2263.0,1,,,46
28710,2012,sd,south dakota,28.1,2308.0,2,,,46
28711,2012,sd,south dakota,23.1,2278.0,3,,,46
