,yearstart,locationabbr,locationdesc,data_value,sample_size,education,income,race/ethnicity,locationid
3910,2013,co,colorado,28.1,2805.0,1,,,8
3913,2013,co,colorado,35.5,3350.0,2,,,8
3934,2013,co,colorado,27.0,682.0,0,,,8
3942,2013,co,colorado,32.8,689.0,0,,,8
3943,2013,co,colorado,26.0,2841.0,1,,,8
3944,2013,co,colorado,16.9,3388.0,2,,,8
3966,2014,co,colorado,26.3,674.0,0,,,8
3967,2014,co,colorado,23.3,2923.0,1,,,8
3968,2014,co,colorado,23.7,3410.0,2,,,8
3992,2014,co,colorado,38.1,674.0,0,,,8
3993,2014,co,colorado,35.3,2923.0,1,,,8
3994,2014,co,colorado,35.0,3410.0,2,,,8
4020,2014,co,colorado,34.7,767.0,0,,,8
4021,2014,co,colorado,22.6,3116.0,1,,,8
4022,2014,co,colorado,14.9,3625.0,2,,,8
4048,2011,ct,connecticut,31.2,446.0,0,,,9
4049,2011,ct,connecticut,29.0,1579.0,1,,,9
4050,2011,ct,connecticut,26.4,1493.0,2,,,9
4051,2011,ct,connecticut,16.7,2926.0,3,,,9
4076,2011,ct,connecticut,37.4,446.0,0,,,9
4077,2011,ct,connecticut,35.3,1579.0,1,,,9
4078,2011,ct,connecticut,32.6,1493.0,2,,,9
4079,2011,ct,connecticut,36.1,2926.0,3,,,9
4102,2011,ct,connecticut,24.0,2961.0,3,,,9
4108,2011,ct,connecticut,31.2,1518.0,2,,,9
4118,2011,ct,connecticut,36.8,1577.0,1,,,9
4125,2011,ct,connecticut,44.3,444.0,0,,,9
4133,2011,ct,connecticut,33.3,426.0,0,,,9
4134,2011,ct,connecticut,26.6,1549.0,1,,,9
4135,2011,ct,connecticut,18.6,1486.0,2,,,9
4136,2011,ct,connecticut,12.8,2939.0,3,,,9
4164,2011,ct,connecticut,36.3,433.0,0,,,9
4165,2011,ct,connecticut,48.9,1545.0,1,,,9
4166,2011,ct,connecticut,52.7,1489.0,2,,,9
4194,2011,ct,connecticut,12.3,420.0,0,,,9
4196,2011,ct,connecticut,16.9,1523.0,1,,,9
4197,2011,ct,connecticut,22.7,1472.0,2,,,9
4198,2011,ct,connecticut,28.4,2877.0,3,,,9
4225,2011,ct,connecticut,25.7,428.0,0,,,9
4226,2011,ct,connecticut,31.7,1537.0,1,,,9
4227,2011,ct,connecticut,31.3,1479.0,2,,,9
4228,2011,ct,connecticut,37.4,2886.0,3,,,9
4252,2011,ct,connecticut,32.3,1509.0,2,,,9
4253,2011,ct,connecticut,38.1,2946.0,3,,,9
4266,2011,ct,connecticut,25.2,1573.0,1,,,9
4269,2011,ct,connecticut,18.2,437.0,0,,,9
4271,2011,ct,connecticut,44.7,452.0,0,,,9
4272,2011,ct,connecticut,29.1,1605.0,1,,,9
4273,2011,ct,connecticut,25.9,1533.0,2,,,9
4274,2011,ct,connecticut,15.5,2978.0,3,,,9
4298,2012,ct,connecticut,33.0,520.0,0,,,9
4299,2012,ct,connecticut,29.2,2153.0,1,,,9
4300,2012,ct,connecticut,28.3,1995.0,2,,,9
4301,2012,ct,connecticut,17.8,3616.0,3,,,9
4325,2012,ct,connecticut,37.6,520.0,0,,,9
4326,2012,ct,connecticut,36.6,2153.0,1,,,9
4327,2012,ct,connecticut,34.2,1995.0,2,,,9
4328,2012,ct,connecticut,38.6,3616.0,3,,,9
4354,2012,ct,connecticut,45.3,554.0,0,,,9
4355,2012,ct,connecticut,29.0,2266.0,1,,,9
4356,2012,ct,connecticut,18.5,2127.0,2,,,9
4357,2012,ct,connecticut,10.8,3777.0,3,,,9
4381,2013,ct,connecticut,29.8,479.0,0,,,9
4382,2013,ct,connecticut,28.5,1863.0,1,,,9
4383,2013,ct,connecticut,26.9,1744.0,2,,,9
4384,2013,ct,connecticut,18.6,3207.0,3,,,9
4409,2013,ct,connecticut,38.9,479.0,0,,,9
4410,2013,ct,connecticut,38.4,1863.0,1,,,9
4411,2013,ct,connecticut,36.1,1744.0,2,,,9
4412,2013,ct,connecticut,37.7,3207.0,3,,,9
4436,2013,ct,connecticut,41.4,443.0,0,,,9
4437,2013,ct,connecticut,42.2,1766.0,1,,,9
4438,2013,ct,connecticut,32.2,1673.0,2,,,9
4439,2013,ct,connecticut,25.4,3173.0,3,,,9
4471,2013,ct,connecticut,13.8,3134.0,3,,,9
4473,2013,ct,connecticut,21.5,1650.0,2,,,9
4483,2013,ct,connecticut,27.2,1722.0,1,,,9
4488,2013,ct,connecticut,36.5,432.0,0,,,9
4494,2013,ct,connecticut,37.9,436.0,0,,,9
4495,2013,ct,connecticut,44.5,1725.0,1,,,9
4496,2013,ct,connecticut,51.4,1644.0,2,,,9
4499,2013,ct,connecticut,24.3,1754.0,1,,,9
4542,2013,ct,connecticut,15.1,432.0,0,,,9
4543,2013,ct,connecticut,15.4,1702.0,1,,,9
4544,2013,ct,connecticut,21.2,1623.0,2,,,9
4545,2013,ct,connecticut,26.9,3053.0,3,,,9
4554,2013,ct,connecticut,20.6,435.0,0,,,9
4555,2013,ct,connecticut,29.1,1716.0,1,,,9
4556,2013,ct,connecticut,32.3,1638.0,2,,,9
4557,2013,ct,connecticut,35.3,3070.0,3,,,9
4582,2013,ct,connecticut,21.3,447.0,0,,,9
4584,2013,ct,connecticut,32.3,1663.0,2,,,9
4585,2013,ct,connecticut,36.2,3124.0,3,,,9
4608,2013,ct,connecticut,41.4,455.0,0,,,9
4609,2013,ct,connecticut,31.3,1787.0,1,,,9
4611,2013,ct,connecticut,25.1,1688.0,2,,,9
4612,2013,ct,connecticut,13.5,3171.0,3,,,9
4636,2014,ct,connecticut,30.7,463.0,0,,,9
4637,2014,ct,connecticut,29.2,1670.0,1,,,9
4638,2014,ct,connecticut,28.7,1593.0,2,,,9
4639,2014,ct,connecticut,20.1,3495.0,3,,,9
4664,2014,ct,connecticut,39.1,463.0,0,,,9
4665,2014,ct,connecticut,32.2,1670.0,1,,,9
4666,2014,ct,connecticut,33.0,1593.0,2,,,9
4667,2014,ct,connecticut,35.0,3495.0,3,,,9
4692,2014,ct,connecticut,38.5,517.0,0,,,9
4693,2014,ct,connecticut,24.3,1836.0,1,,,9
4694,2014,ct,connecticut,21.5,1740.0,2,,,9
4695,2014,ct,connecticut,10.6,3774.0,3,,,9
4718,2011,de,delaware,35.2,286.0,0,,,10
4719,2011,de,delaware,27.9,1374.0,1,,,10
4720,2011,de,delaware,30.9,1260.0,2,,,10
4721,2011,de,delaware,24.1,1601.0,3,,,10
4748,2011,de,delaware,34.4,286.0,0,,,10
4749,2011,de,delaware,37.1,1374.0,1,,,10
4750,2011,de,delaware,31.2,1260.0,2,,,10
4751,2011,de,delaware,37.0,1601.0,3,,,10
4774,2011,de,delaware,29.5,1628.0,3,,,10
4780,2011,de,delaware,37.8,1301.0,2,,,10
4791,2011,de,delaware,42.9,1402.0,1,,,10
4797,2011,de,delaware,51.2,280.0,0,,,10
4804,2011,de,delaware,37.5,269.0,0,,,10
4805,2011,de,delaware,28.5,1383.0,1,,,10
4806,2011,de,delaware,20.8,1298.0,2,,,10
4807,2011,de,delaware,14.8,1629.0,3,,,10
4833,2011,de,delaware,44.2,265.0,0,,,10
4834,2011,de,delaware,43.5,1382.0,1,,,10
4835,2011,de,delaware,50.4,1266.0,2,,,10
4836,2011,de,delaware,55.3,1587.0,3,,,10
4863,2011,de,delaware,18.0,259.0,0,,,10
4864,2011,de,delaware,38.3,1621.0,3,,,10
4865,2011,de,delaware,17.1,1363.0,1,,,10
4866,2011,de,delaware,23.7,1246.0,2,,,10
4867,2011,de,delaware,26.5,1562.0,3,,,10
4892,2011,de,delaware,32.1,260.0,0,,,10
4893,2011,de,delaware,24.6,1368.0,1,,,10
4894,2011,de,delaware,29.2,1252.0,2,,,10
4895,2011,de,delaware,30.3,1568.0,3,,,10
4918,2011,de,delaware,34.8,1305.0,2,,,10
4936,2011,de,delaware,26.3,1424.0,1,,,10
4939,2011,de,delaware,30.4,282.0,0,,,10
4943,2011,de,delaware,41.0,289.0,0,,,10
4944,2011,de,delaware,33.3,1446.0,1,,,10
4945,2011,de,delaware,22.8,1328.0,2,,,10
4946,2011,de,delaware,16.0,1651.0,3,,,10
4970,2012,de,delaware,27.6,323.0,0,,,10
4971,2012,de,delaware,27.8,1491.0,1,,,10
4972,2012,de,delaware,31.2,1323.0,2,,,10
4973,2012,de,delaware,20.5,1800.0,3,,,10
4995,2012,de,delaware,38.8,323.0,0,,,10
4996,2012,de,delaware,39.6,1491.0,1,,,10
4997,2012,de,delaware,35.0,1323.0,2,,,10
4998,2012,de,delaware,43.2,1800.0,3,,,10
5025,2012,de,delaware,38.9,336.0,0,,,10
5026,2012,de,delaware,27.0,1560.0,1,,,10
5027,2012,de,delaware,22.6,1393.0,2,,,10
5028,2012,de,delaware,12.0,1876.0,3,,,10
5052,2013,de,delaware,39.3,372.0,0,,,10
5053,2013,de,delaware,29.8,1480.0,1,,,10
5054,2013,de,delaware,34.6,1280.0,2,,,10
5055,2013,de,delaware,24.7,1747.0,3,,,10
5080,2013,de,delaware,29.6,372.0,0,,,10
5081,2013,de,delaware,35.4,1480.0,1,,,10
5082,2013,de,delaware,31.2,1280.0,2,,,10
5083,2013,de,delaware,35.7,1747.0,3,,,10
5107,2013,de,delaware,43.7,364.0,0,,,10
5108,2013,de,delaware,46.2,1426.0,1,,,10
5109,2013,de,delaware,39.1,1278.0,2,,,10
5110,2013,de,delaware,33.1,1745.0,3,,,10
5141,2013,de,delaware,26.7,1251.0,2,,,10
5142,2013,de,delaware,20.1,1722.0,3,,,10
5151,2013,de,delaware,40.1,351.0,0,,,10
5152,2013,de,delaware,34.0,1403.0,1,,,10
5165,2013,de,delaware,41.3,358.0,0,,,10
5166,2013,de,delaware,43.9,1410.0,1,,,10
5168,2013,de,delaware,51.3,1259.0,2,,,10
5197,2013,de,delaware,12.3,354.0,0,,,10
5198,2013,de,delaware,18.8,1399.0,1,,,10
5200,2013,de,delaware,23.7,1248.0,2,,,10
5201,2013,de,delaware,25.5,1709.0,3,,,10
5226,2013,de,delaware,25.4,355.0,0,,,10
5227,2013,de,delaware,28.5,1400.0,1,,,10
5228,2013,de,delaware,33.2,1255.0,2,,,10
5229,2013,de,delaware,34.4,1707.0,3,,,10
5251,2013,de,delaware,18.8,377.0,0,,,10
5253,2013,de,delaware,30.1,1449.0,1,,,10
5254,2013,de,delaware,34.8,1280.0,2,,,10
5255,2013,de,delaware,36.8,1760.0,3,,,10
5278,2013,de,delaware,39.3,381.0,0,,,10
5279,2013,de,delaware,33.7,1467.0,1,,,10
5281,2013,de,delaware,25.4,1292.0,2,,,10
5282,2013,de,delaware,17.9,1772.0,3,,,10
5305,2014,de,delaware,30.8,354.0,0,,,10
5306,2014,de,delaware,32.7,1208.0,1,,,10
5307,2014,de,delaware,33.0,972.0,2,,,10
5308,2014,de,delaware,25.2,1442.0,3,,,10
5333,2014,de,delaware,35.1,354.0,0,,,10
5334,2014,de,delaware,36.4,1208.0,1,,,10
5335,2014,de,delaware,37.1,972.0,2,,,10
5336,2014,de,delaware,37.9,1442.0,3,,,10
5362,2014,de,delaware,42.4,399.0,0,,,10
5363,2014,de,delaware,30.2,1275.0,1,,,10
5364,2014,de,delaware,22.0,1037.0,2,,,10
5365,2014,de,delaware,12.4,1543.0,3,,,10
5390,2011,dc,district of columbia,39.7,269.0,0,,,11
5391,2011,dc,district of columbia,33.0,750.0,1,,,11
5392,2011,dc,district of columbia,31.0,673.0,2,,,11
5393,2011,dc,district of columbia,11.9,2665.0,3,,,11
5418,2011,dc,district of columbia,25.1,269.0,0,,,11
5419,2011,dc,district of columbia,29.5,750.0,1,,,11
5420,2011,dc,district of columbia,28.4,673.0,2,,,11
5421,2011,dc,district of columbia,30.4,2665.0,3,,,11
5447,2011,dc,district of columbia,25.8,2655.0,3,,,11
5453,2011,dc,district of columbia,31.9,651.0,2,,,11
5465,2011,dc,district of columbia,39.4,707.0,1,,,11
5468,2011,dc,district of columbia,40.2,259.0,0,,,11
5476,2011,dc,district of columbia,34.3,255.0,0,,,11
5477,2011,dc,district of columbia,29.6,694.0,1,,,11
5478,2011,dc,district of columbia,24.0,648.0,2,,,11
5479,2011,dc,district of columbia,10.4,2627.0,3,,,11
5504,2011,dc,district of columbia,46.0,253.0,0,,,11
5505,2011,dc,district of columbia,46.7,686.0,1,,,11
5524,2011,dc,district of columbia,42.6,2647.0,3,,,11
5534,2011,dc,district of columbia,15.9,246.0,0,,,11
5535,2011,dc,district of columbia,21.2,666.0,1,,,11
5536,2011,dc,district of columbia,23.3,618.0,2,,,11
5537,2011,dc,district of columbia,32.5,2579.0,3,,,11
5550,2011,dc,district of columbia,30.1,249.0,0,,,11
5565,2011,dc,district of columbia,33.5,681.0,1,,,11
5566,2011,dc,district of columbia,32.4,627.0,2,,,11
5567,2011,dc,district of columbia,36.9,2586.0,3,,,11
5578,2011,dc,district of columbia,34.3,656.0,2,,,11
5590,2011,dc,district of columbia,21.2,263.0,0,,,11
5591,2011,dc,district of columbia,32.7,697.0,1,,,11
5616,2011,dc,district of columbia,34.2,274.0,0,,,11
5617,2011,dc,district of columbia,28.6,725.0,1,,,11
5618,2011,dc,district of columbia,21.7,671.0,2,,,11
5619,2011,dc,district of columbia,10.8,2671.0,3,,,11
5644,2012,dc,district of columbia,31.6,243.0,0,,,11
5645,2012,dc,district of columbia,32.3,644.0,1,,,11
5646,2012,dc,district of columbia,27.8,556.0,2,,,11
5647,2012,dc,district of columbia,12.0,2190.0,3,,,11
5671,2012,dc,district of columbia,28.0,243.0,0,,,11
5672,2012,dc,district of columbia,34.5,644.0,1,,,11
5673,2012,dc,district of columbia,29.0,556.0,2,,,11
5674,2012,dc,district of columbia,29.1,2190.0,3,,,11
5700,2012,dc,district of columbia,35.9,262.0,0,,,11
5701,2012,dc,district of columbia,26.8,672.0,1,,,11
5702,2012,dc,district of columbia,17.0,587.0,2,,,11
5703,2012,dc,district of columbia,8.3,2276.0,3,,,11
5728,2013,dc,district of columbia,37.8,304.0,0,,,11
5729,2013,dc,district of columbia,31.3,737.0,1,,,11
5730,2013,dc,district of columbia,27.7,700.0,2,,,11
5731,2013,dc,district of columbia,13.7,2947.0,3,,,11
5755,2013,dc,district of columbia,28.6,304.0,0,,,11
5756,2013,dc,district of columbia,31.4,737.0,1,,,11
5757,2013,dc,district of columbia,31.7,700.0,2,,,11
5758,2013,dc,district of columbia,31.1,2947.0,3,,,11
5787,2013,dc,district of columbia,51.5,258.0,0,,,11
5788,2013,dc,district of columbia,40.3,640.0,1,,,11
5789,2013,dc,district of columbia,34.3,644.0,2,,,11
5791,2013,dc,district of columbia,28.9,2816.0,3,,,11
5808,2013,dc,district of columbia,49.3,249.0,0,,,11
5811,2013,dc,district of columbia,22.3,619.0,2,,,11
5812,2013,dc,district of columbia,10.9,2776.0,3,,,11
5834,2013,dc,district of columbia,30.0,620.0,1,,,11
5851,2013,dc,district of columbia,42.8,255.0,0,,,11
5852,2013,dc,district of columbia,50.3,609.0,1,,,11
5853,2013,dc,district of columbia,55.0,619.0,2,,,11
5865,2013,dc,district of columbia,8.3,251.0,0,,,11
5866,2013,dc,district of columbia,22.4,601.0,1,,,11
5867,2013,dc,district of columbia,24.2,609.0,2,,,11
5868,2013,dc,district of columbia,31.2,2720.0,3,,,11
5877,2013,dc,district of columbia,30.6,638.0,1,,,11
5904,2013,dc,district of columbia,32.7,630.0,2,,,11
5915,2013,dc,district of columbia,25.4,253.0,0,,,11
5916,2013,dc,district of columbia,34.0,604.0,1,,,11
5917,2013,dc,district of columbia,36.7,611.0,2,,,11
5918,2013,dc,district of columbia,43.0,2807.0,3,,,11
5919,2013,dc,district of columbia,37.5,2723.0,3,,,11
5933,2013,dc,district of columbia,12.2,262.0,0,,,11
5950,2013,dc,district of columbia,24.1,643.0,2,,,11
5951,2013,dc,district of columbia,10.3,2843.0,3,,,11
5975,2013,dc,district of columbia,40.1,271.0,0,,,11
5976,2013,dc,district of columbia,26.3,651.0,1,,,11
5980,2014,dc,district of columbia,37.5,238.0,0,,,11
5981,2014,dc,district of columbia,30.1,616.0,1,,,11
5982,2014,dc,district of columbia,27.3,591.0,2,,,11
5983,2014,dc,district of columbia,12.6,2326.0,3,,,11
6008,2014,dc,district of columbia,42.0,238.0,0,,,11
6009,2014,dc,district of columbia,32.7,616.0,1,,,11
6010,2014,dc,district of columbia,32.1,591.0,2,,,11
6011,2014,dc,district of columbia,31.9,2326.0,3,,,11
6036,2014,dc,district of columbia,44.3,253.0,0,,,11
6037,2014,dc,district of columbia,31.7,668.0,1,,,11
6038,2014,dc,district of columbia,24.3,640.0,2,,,11
6040,2014,dc,district of columbia,9.5,2450.0,3,,,11
6065,2011,fl,florida,32.7,1152.0,0,,,12
6066,2011,fl,florida,27.5,3594.0,1,,,12
6067,2011,fl,florida,27.4,3194.0,2,,,12
6068,2011,fl,florida,21.1,3793.0,3,,,12
6092,2011,fl,florida,35.8,1152.0,0,,,12
6093,2011,fl,florida,37.4,3594.0,1,,,12
6094,2011,fl,florida,35.2,3194.0,2,,,12
6095,2011,fl,florida,38.2,3793.0,3,,,12
6120,2011,fl,florida,29.5,3746.0,3,,,12
6126,2011,fl,florida,36.2,3156.0,2,,,12
6141,2011,fl,florida,42.7,3404.0,1,,,12
6143,2011,fl,florida,45.1,1073.0,0,,,12
6151,2011,fl,florida,33.1,1038.0,0,,,12
6152,2011,fl,florida,26.3,3332.0,1,,,12
6153,2011,fl,florida,21.3,3107.0,2,,,12
6154,2011,fl,florida,13.7,3705.0,3,,,12
6179,2011,fl,florida,39.5,1067.0,0,,,12
6180,2011,fl,florida,49.7,3325.0,1,,,12
6181,2011,fl,florida,54.9,3054.0,2,,,12
6207,2011,fl,florida,14.6,1046.0,0,,,12
6209,2011,fl,florida,17.5,3276.0,1,,,12
6211,2011,fl,florida,23.1,3014.0,2,,,12
6212,2011,fl,florida,28.4,3588.0,3,,,12
6237,2011,fl,florida,26.6,1057.0,0,,,12
6238,2011,fl,florida,32.4,3290.0,1,,,12
6239,2011,fl,florida,35.0,3021.0,2,,,12
6240,2011,fl,florida,37.6,3590.0,3,,,12
6263,2011,fl,florida,30.9,3115.0,2,,,12
6264,2011,fl,florida,37.1,3729.0,3,,,12
6283,2011,fl,florida,20.4,1101.0,0,,,12
6287,2011,fl,florida,25.2,3391.0,1,,,12
6292,2011,fl,florida,40.2,1123.0,0,,,12
6293,2011,fl,florida,31.0,3455.0,1,,,12
6294,2011,fl,florida,24.5,3174.0,2,,,12
6295,2011,fl,florida,16.6,3768.0,3,,,12
6319,2012,fl,florida,25.9,621.0,0,,,12
6320,2012,fl,florida,28.1,2108.0,1,,,12
6321,2012,fl,florida,24.3,2029.0,2,,,12
6322,2012,fl,florida,22.5,2498.0,3,,,12
6346,2012,fl,florida,32.8,621.0,0,,,12
6347,2012,fl,florida,36.7,2108.0,1,,,12
6348,2012,fl,florida,36.7,2029.0,2,,,12
6349,2012,fl,florida,40.1,2498.0,3,,,12
6373,2012,fl,florida,40.0,665.0,0,,,12
6374,2012,fl,florida,27.8,2199.0,1,,,12
6375,2012,fl,florida,19.2,2127.0,2,,,12
6376,2012,fl,florida,12.3,2586.0,3,,,12
6401,2013,fl,florida,29.4,3178.0,0,,,12
6426,2013,fl,florida,38.4,3178.0,0,,,12
6454,2013,fl,florida,42.1,2938.0,0,,,12
6481,2013,fl,florida,27.6,2836.0,0,,,12
6522,2013,fl,florida,38.8,2806.0,0,,,12
6538,2013,fl,florida,11.1,2748.0,0,,,12
6540,2013,fl,florida,20.7,2974.0,0,,,12
6571,2013,fl,florida,23.3,2740.0,0,,,12
6646,2013,fl,florida,40.5,3049.0,0,,,12
6650,2014,fl,florida,29.5,669.0,0,,,12
6651,2014,fl,florida,27.4,2400.0,1,,,12
6652,2014,fl,florida,28.1,2653.0,2,,,12
6653,2014,fl,florida,20.2,3393.0,3,,,12
6678,2014,fl,florida,34.2,669.0,0,,,12
6679,2014,fl,florida,35.4,2400.0,1,,,12
6680,2014,fl,florida,36.2,2653.0,2,,,12
6681,2014,fl,florida,37.8,3393.0,3,,,12
6704,2014,fl,florida,38.7,725.0,0,,,12
6705,2014,fl,florida,29.0,2552.0,1,,,12
6706,2014,fl,florida,20.3,2800.0,2,,,12
6707,2014,fl,florida,11.9,3598.0,3,,,12
6732,2011,ga,georgia,34.1,1062.0,0,,,13
6733,2011,ga,georgia,29.5,2685.0,1,,,13
6734,2011,ga,georgia,28.6,2400.0,2,,,13
6735,2011,ga,georgia,21.4,3185.0,3,,,13
6760,2011,ga,georgia,30.5,1062.0,0,,,13
6761,2011,ga,georgia,32.6,2685.0,1,,,13
6762,2011,ga,georgia,36.4,2400.0,2,,,13
6763,2011,ga,georgia,38.1,3185.0,3,,,13
6788,2011,ga,georgia,30.7,3194.0,3,,,13
6801,2011,ga,georgia,42.5,2370.0,2,,,13
6809,2011,ga,georgia,46.8,2604.0,1,,,13
6812,2011,ga,georgia,48.5,978.0,0,,,13
6818,2011,ga,georgia,29.4,959.0,0,,,13
6819,2011,ga,georgia,28.6,2549.0,1,,,13
6820,2011,ga,georgia,21.5,2354.0,2,,,13
6821,2011,ga,georgia,14.5,3185.0,3,,,13
6847,2011,ga,georgia,39.3,999.0,0,,,13
6849,2011,ga,georgia,45.6,2590.0,1,,,13
6850,2011,ga,georgia,52.8,2345.0,2,,,13
6877,2011,ga,georgia,11.4,982.0,0,,,13
6878,2011,ga,georgia,17.2,2559.0,1,,,13
6879,2011,ga,georgia,22.6,2330.0,2,,,13
6880,2011,ga,georgia,29.0,3111.0,3,,,13
6905,2011,ga,georgia,27.0,992.0,0,,,13
6906,2011,ga,georgia,29.1,2569.0,1,,,13
6907,2011,ga,georgia,33.3,2327.0,2,,,13
6908,2011,ga,georgia,36.8,3122.0,3,,,13
6929,2011,ga,georgia,32.0,2408.0,2,,,13
6930,2011,ga,georgia,37.6,3203.0,3,,,13
6951,2011,ga,georgia,21.6,1038.0,0,,,13
6954,2011,ga,georgia,27.0,2653.0,1,,,13
6958,2011,ga,georgia,40.6,1059.0,0,,,13
6959,2011,ga,georgia,31.8,2692.0,1,,,13
6960,2011,ga,georgia,23.0,2427.0,2,,,13
6961,2011,ga,georgia,15.0,3259.0,3,,,13
6985,2012,ga,georgia,28.4,732.0,0,,,13
6986,2012,ga,georgia,32.6,1670.0,1,,,13
6987,2012,ga,georgia,31.0,1472.0,2,,,13
6988,2012,ga,georgia,23.2,1849.0,3,,,13
7012,2012,ga,georgia,35.2,732.0,0,,,13
7013,2012,ga,georgia,38.0,1670.0,1,,,13
7014,2012,ga,georgia,33.2,1472.0,2,,,13
7015,2012,ga,georgia,35.4,1849.0,3,,,13
7040,2012,ga,georgia,39.9,784.0,0,,,13
7041,2012,ga,georgia,27.4,1770.0,1,,,13
7042,2012,ga,georgia,20.4,1555.0,2,,,13
7043,2012,ga,georgia,11.5,1939.0,3,,,13
7068,2013,ga,georgia,35.1,839.0,0,,,13
7069,2013,ga,georgia,32.0,2120.0,1,,,13
7070,2013,ga,georgia,30.8,1968.0,2,,,13
7071,2013,ga,georgia,24.6,2662.0,3,,,13
7097,2013,ga,georgia,36.6,839.0,0,,,13
7098,2013,ga,georgia,34.6,2120.0,1,,,13
7099,2013,ga,georgia,33.4,1968.0,2,,,13
7100,2013,ga,georgia,37.9,2662.0,3,,,13
7125,2013,ga,georgia,49.5,785.0,0,,,13
7126,2013,ga,georgia,49.5,1953.0,1,,,13
7127,2013,ga,georgia,41.1,1901.0,2,,,13
7128,2013,ga,georgia,34.5,2579.0,3,,,13
7152,2013,ga,georgia,35.9,749.0,0,,,13
7165,2013,ga,georgia,14.3,2543.0,3,,,13
7173,2013,ga,georgia,27.3,1927.0,1,,,13
7177,2013,ga,georgia,21.7,1863.0,2,,,13
7194,2013,ga,georgia,37.1,764.0,0,,,13
7195,2013,ga,georgia,48.7,1950.0,1,,,13
7196,2013,ga,georgia,53.1,1864.0,2,,,13
7209,2013,ga,georgia,13.2,754.0,0,,,13
7210,2013,ga,georgia,18.9,1921.0,1,,,13
7211,2013,ga,georgia,23.5,1851.0,2,,,13
7212,2013,ga,georgia,27.5,2514.0,3,,,13
7237,2013,ga,georgia,22.7,760.0,0,,,13
7238,2013,ga,georgia,31.6,1942.0,1,,,13
7239,2013,ga,georgia,32.9,1854.0,2,,,13
7240,2013,ga,georgia,34.4,2510.0,3,,,13
7263,2013,ga,georgia,26.3,1989.0,1,,,13
7265,2013,ga,georgia,20.8,795.0,0,,,13
7268,2013,ga,georgia,33.6,1894.0,2,,,13
7269,2013,ga,georgia,38.9,2582.0,3,,,13
7298,2013,ga,georgia,42.2,818.0,0,,,13
7299,2013,ga,georgia,32.0,2024.0,1,,,13
7300,2013,ga,georgia,24.2,1916.0,2,,,13
7316,2013,ga,georgia,15.2,2604.0,3,,,13
7321,2014,ga,georgia,37.7,639.0,0,,,13
7322,2014,ga,georgia,30.8,1583.0,1,,,13
7323,2014,ga,georgia,30.6,1514.0,2,,,13
7324,2014,ga,georgia,25.6,2096.0,3,,,13
7350,2014,ga,georgia,33.4,639.0,0,,,13
7351,2014,ga,georgia,34.7,1583.0,1,,,13
7352,2014,ga,georgia,35.3,1514.0,2,,,13
7353,2014,ga,georgia,36.7,2096.0,3,,,13
7377,2014,ga,georgia,41.4,703.0,0,,,13
7378,2014,ga,georgia,27.7,1711.0,1,,,13
7379,2014,ga,georgia,20.6,1646.0,2,,,13
7380,2014,ga,georgia,10.5,2243.0,3,,,13
7405,2014,gu,guam,33.2,218.0,0,,,66
7406,2014,gu,guam,29.3,842.0,1,,,66
7407,2014,gu,guam,27.3,565.0,2,,,66
7408,2014,gu,guam,21.9,726.0,3,,,66
7432,2014,gu,guam,31.5,218.0,0,,,66
7433,2014,gu,guam,33.6,842.0,1,,,66
7434,2014,gu,guam,38.0,565.0,2,,,66
7435,2014,gu,guam,39.0,726.0,3,,,66
7460,2014,gu,guam,38.7,232.0,0,,,66
7461,2014,gu,guam,29.1,909.0,1,,,66
7462,2014,gu,guam,22.5,592.0,2,,,66
7463,2014,gu,guam,20.6,765.0,3,,,66
7488,2011,hi,hawaii,27.1,367.0,0,,,15
7489,2011,hi,hawaii,24.9,2023.0,1,,,15
7490,2011,hi,hawaii,22.8,1977.0,2,,,15
7491,2011,hi,hawaii,15.2,3033.0,3,,,15
7516,2011,hi,hawaii,28.9,367.0,0,,,15
7517,2011,hi,hawaii,34.7,2023.0,1,,,15
7518,2011,hi,hawaii,34.0,1977.0,2,,,15
7519,2011,hi,hawaii,34.4,3033.0,3,,,15
7544,2011,hi,hawaii,32.4,2998.0,3,,,15
7551,2011,hi,hawaii,38.9,1977.0,2,,,15
7553,2011,hi,hawaii,40.2,344.0,0,,,15
7564,2011,hi,hawaii,46.0,1973.0,1,,,15
7572,2011,hi,hawaii,26.5,331.0,0,,,15
7573,2011,hi,hawaii,28.5,1925.0,1,,,15
7574,2011,hi,hawaii,22.3,1955.0,2,,,15
7575,2011,hi,hawaii,14.9,2982.0,3,,,15
7600,2011,hi,hawaii,50.0,348.0,0,,,15
7601,2011,hi,hawaii,54.6,1957.0,1,,,15
7628,2011,hi,hawaii,20.8,338.0,0,,,15
7629,2011,hi,hawaii,21.0,1944.0,1,,,15
7631,2011,hi,hawaii,24.6,1958.0,2,,,15
7632,2011,hi,hawaii,26.8,2969.0,3,,,15
7658,2011,hi,hawaii,33.5,344.0,0,,,15
7659,2011,hi,hawaii,36.3,1952.0,1,,,15
7660,2011,hi,hawaii,39.2,1960.0,2,,,15
7661,2011,hi,hawaii,40.4,2974.0,3,,,15
7684,2011,hi,hawaii,32.4,1986.0,2,,,15
7685,2011,hi,hawaii,36.4,2998.0,3,,,15
7707,2011,hi,hawaii,27.2,350.0,0,,,15
